invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,sales,cogs,profit,inventory_days,movement_type,profit_margin,overstock_alert
I228195,C476451,Female,23,Food & Beverage,5,26.15,Cash,14-01-2022,Kanyon,130.75,91.52499999999999,39.22500000000001,50,Fast Moving,30.000000000000004,Healthy
I716275,C894269,Female,69,Shoes,4,2400.68,Debit Card,19-01-2023,Metropol AVM,9602.72,6721.9039999999995,2880.816,111,Slow Moving,30.0,Healthy
I237015,C294999,Female,39,Shoes,1,600.17,Credit Card,17-03-2022,Mall of Istanbul,600.17,420.11899999999997,180.051,16,Fast Moving,30.0,Healthy
I229152,C220098,Male,61,Toys,1,35.84,Debit Card,25-03-2021,Metropol AVM,35.84,25.088,10.752000000000002,94,Slow Moving,30.000000000000004,Healthy
I240580,C625736,Female,18,Books,4,60.6,Credit Card,02-01-2023,Kanyon,242.4,169.68,72.72,17,Fast Moving,30.0,Healthy
I206307,C251281,Male,40,Clothing,4,1200.32,Debit Card,03-05-2021,Kanyon,4801.28,3360.8959999999997,1440.384,108,Slow Moving,30.000000000000004,Healthy
I170434,C275432,Female,38,Cosmetics,2,81.32,Credit Card,04-05-2021,Metropol AVM,162.64,113.84799999999998,48.792,66,Fast Moving,30.000000000000004,Healthy
I284203,C123578,Male,28,Clothing,3,900.24,Debit Card,13-06-2021,Metropol AVM,2700.7200000000003,1890.5040000000001,810.2160000000001,86,Slow Moving,30.000000000000004,Healthy
I339346,C144276,Female,66,Food & Beverage,5,26.15,Credit Card,13-01-2023,Mall of Istanbul,130.75,91.52499999999999,39.22500000000001,93,Slow Moving,30.000000000000004,Healthy
I213042,C238668,Female,43,Cosmetics,3,121.98,Credit Card,21-03-2021,Kanyon,365.94,256.15799999999996,109.78200000000004,101,Slow Moving,30.00000000000001,Healthy
I266160,C118349,Male,22,Clothing,2,600.16,Credit Card,21-05-2021,Metrocity,1200.32,840.2239999999999,360.096,115,Slow Moving,30.000000000000004,Healthy
I284344,C125800,Female,41,Food & Beverage,5,26.15,Debit Card,05-01-2023,Mall of Istanbul,130.75,91.52499999999999,39.22500000000001,108,Slow Moving,30.000000000000004,Healthy
I264953,C133559,Male,37,Clothing,2,600.16,Credit Card,15-03-2022,Metrocity,1200.32,840.2239999999999,360.096,64,Fast Moving,30.000000000000004,Healthy
I281381,C100322,Female,24,Technology,5,5250.0,Cash,03-07-2022,Viaport Outlet,26250.0,18375.0,7875.0,47,Fast Moving,30.0,Healthy
I195995,C408592,Female,66,Food & Beverage,3,15.69,Cash,05-12-2021,Kanyon,47.07,32.949,14.121000000000002,80,Slow Moving,30.000000000000004,Healthy
I912553,C758661,Female,39,Toys,1,35.84,Debit Card,10-07-2021,Cevahir AVM,35.84,25.088,10.752000000000002,112,Slow Moving,30.000000000000004,Healthy
I186312,C287850,Female,26,Clothing,5,1500.4,Debit Card,15-09-2022,Forum Istanbul,7502.0,5251.4,2250.6000000000004,104,Slow Moving,30.000000000000004,Healthy
I297292,C330941,Male,66,Clothing,5,1500.4,Cash,15-04-2022,Metropol AVM,7502.0,5251.4,2250.6000000000004,116,Slow Moving,30.000000000000004,Healthy
I128885,C122866,Female,22,Cosmetics,5,203.3,Credit Card,01-06-2022,Mall of Istanbul,1016.5,711.55,304.95000000000005,72,Fast Moving,30.000000000000004,Healthy
I961322,C140372,Female,60,Souvenir,1,11.73,Credit Card,29-07-2022,Metrocity,11.73,8.211,3.519,9,Fast Moving,30.0,Healthy
I277232,C231470,Female,28,Clothing,1,300.08,Debit Card,08-03-2022,Mall of Istanbul,300.08,210.05599999999998,90.024,41,Fast Moving,30.000000000000004,Healthy
I247218,C741297,Male,36,Books,1,15.15,Cash,13-01-2022,Mall of Istanbul,15.15,10.605,4.545,76,Slow Moving,30.0,Healthy
I308674,C286611,Female,51,Clothing,5,1500.4,Credit Card,04-04-2022,Metropol AVM,7502.0,5251.4,2250.6000000000004,110,Slow Moving,30.000000000000004,Healthy
I538788,C155240,Female,29,Toys,1,35.84,Credit Card,07-08-2021,Mall of Istanbul,35.84,25.088,10.752000000000002,117,Slow Moving,30.000000000000004,Healthy
I682922,C283849,Female,58,Clothing,5,1500.4,Cash,16-05-2022,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,96,Slow Moving,30.000000000000004,Healthy
I123864,C121156,Male,68,Shoes,3,1800.51,Cash,10-08-2022,Metrocity,5401.53,3781.0709999999995,1620.4590000000003,35,Fast Moving,30.000000000000004,Healthy
I474019,C299779,Female,58,Cosmetics,5,203.3,Debit Card,15-05-2021,Kanyon,1016.5,711.55,304.95000000000005,13,Fast Moving,30.000000000000004,Healthy
I857171,C115898,Male,26,Shoes,2,1200.34,Cash,12-02-2023,Emaar Square Mall,2400.68,1680.4759999999999,720.204,55,Fast Moving,30.0,Healthy
I317330,C142672,Female,49,Shoes,5,3000.85,Credit Card,05-09-2022,Mall of Istanbul,15004.25,10502.974999999999,4501.2750000000015,33,Fast Moving,30.00000000000001,Healthy
I476430,C234140,Female,41,Clothing,5,1500.4,Credit Card,17-04-2021,Forum Istanbul,7502.0,5251.4,2250.6000000000004,82,Slow Moving,30.000000000000004,Healthy
I712121,C373154,Female,49,Toys,1,35.84,Credit Card,11-09-2021,Emaar Square Mall,35.84,25.088,10.752000000000002,44,Fast Moving,30.000000000000004,Healthy
I253258,C954128,Female,28,Clothing,1,300.08,Credit Card,18-05-2022,Kanyon,300.08,210.05599999999998,90.024,45,Fast Moving,30.000000000000004,Healthy
I103248,C202349,Female,21,Toys,2,71.68,Cash,12-03-2022,Kanyon,143.36,100.352,43.00800000000001,90,Slow Moving,30.000000000000004,Healthy
I201709,C210240,Female,69,Souvenir,5,58.65,Credit Card,02-03-2023,Mall of Istanbul,293.25,205.27499999999998,87.97500000000002,15,Fast Moving,30.00000000000001,Healthy
I140531,C216013,Male,22,Shoes,3,1800.51,Credit Card,05-03-2021,Metrocity,5401.53,3781.0709999999995,1620.4590000000003,27,Fast Moving,30.000000000000004,Healthy
I598832,C222244,Male,26,Books,4,60.6,Cash,18-04-2022,Metrocity,242.4,169.68,72.72,5,Fast Moving,30.0,Healthy
I233406,C202286,Female,43,Food & Beverage,4,20.92,Cash,26-09-2022,Emaar Square Mall,83.68,58.576,25.104000000000006,50,Fast Moving,30.000000000000004,Healthy
I274719,C291962,Female,47,Food & Beverage,1,5.23,Debit Card,30-10-2021,Forum Istanbul,5.23,3.661,1.5690000000000004,105,Slow Moving,30.000000000000004,Healthy
I868553,C105764,Male,67,Souvenir,2,23.46,Cash,16-02-2023,Emaar Square Mall,46.92,32.844,14.076,25,Fast Moving,30.0,Healthy
I310692,C878345,Female,48,Clothing,4,1200.32,Credit Card,15-07-2022,Kanyon,4801.28,3360.8959999999997,1440.384,94,Slow Moving,30.000000000000004,Healthy
I254673,C143430,Female,42,Cosmetics,2,81.32,Debit Card,18-02-2023,Kanyon,162.64,113.84799999999998,48.792,114,Slow Moving,30.000000000000004,Healthy
I153941,C338552,Female,21,Clothing,3,900.24,Credit Card,25-07-2021,Mall of Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,40,Fast Moving,30.000000000000004,Healthy
I255301,C306089,Female,43,Clothing,5,1500.4,Cash,21-02-2023,Metropol AVM,7502.0,5251.4,2250.6000000000004,58,Fast Moving,30.000000000000004,Healthy
I276989,C253346,Female,39,Technology,2,2100.0,Debit Card,05-03-2021,Metropol AVM,4200.0,2940.0,1260.0,91,Slow Moving,30.0,Healthy
I172473,C279849,Female,64,Clothing,5,1500.4,Cash,30-07-2022,Metrocity,7502.0,5251.4,2250.6000000000004,61,Fast Moving,30.000000000000004,Healthy
I215573,C197901,Female,53,Clothing,5,1500.4,Cash,03-09-2021,Cevahir AVM,7502.0,5251.4,2250.6000000000004,5,Fast Moving,30.000000000000004,Healthy
I224625,C160452,Female,34,Clothing,5,1500.4,Credit Card,29-04-2021,Emaar Square Mall,7502.0,5251.4,2250.6000000000004,67,Fast Moving,30.000000000000004,Healthy
I113812,C463587,Male,68,Shoes,4,2400.68,Cash,29-08-2021,Metrocity,9602.72,6721.9039999999995,2880.816,58,Fast Moving,30.0,Healthy
I325023,C290609,Female,61,Clothing,4,1200.32,Credit Card,27-02-2022,Zorlu Center,4801.28,3360.8959999999997,1440.384,59,Fast Moving,30.000000000000004,Healthy
I407437,C288544,Male,64,Cosmetics,5,203.3,Credit Card,06-09-2022,Viaport Outlet,1016.5,711.55,304.95000000000005,119,Slow Moving,30.000000000000004,Healthy
I935028,C275199,Female,46,Technology,3,3150.0,Credit Card,15-05-2021,Mall of Istanbul,9450.0,6615.0,2835.0,44,Fast Moving,30.0,Healthy
I121064,C576013,Female,55,Souvenir,3,35.19,Credit Card,29-08-2021,Mall of Istanbul,105.57,73.89899999999999,31.671000000000006,19,Fast Moving,30.00000000000001,Healthy
I796512,C177280,Female,33,Books,4,60.6,Cash,07-03-2022,Istinye Park,242.4,169.68,72.72,25,Fast Moving,30.0,Healthy
I322576,C119068,Female,40,Clothing,2,600.16,Credit Card,10-07-2022,Mall of Istanbul,1200.32,840.2239999999999,360.096,51,Fast Moving,30.000000000000004,Healthy
I198420,C157534,Male,22,Shoes,1,600.17,Cash,20-09-2022,Kanyon,600.17,420.11899999999997,180.051,77,Slow Moving,30.0,Healthy
I117778,C455212,Male,21,Clothing,1,300.08,Cash,16-08-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,57,Fast Moving,30.000000000000004,Healthy
I258926,C128834,Male,57,Clothing,1,300.08,Credit Card,04-08-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,13,Fast Moving,30.000000000000004,Healthy
I121659,C339085,Female,29,Food & Beverage,3,15.69,Cash,04-06-2021,Forum Istanbul,47.07,32.949,14.121000000000002,78,Slow Moving,30.000000000000004,Healthy
I125147,C295069,Male,68,Cosmetics,4,162.64,Cash,30-01-2022,Kanyon,650.56,455.39199999999994,195.168,56,Fast Moving,30.000000000000004,Healthy
I123522,C257163,Male,20,Food & Beverage,1,5.23,Cash,14-08-2022,Istinye Park,5.23,3.661,1.5690000000000004,61,Fast Moving,30.000000000000004,Healthy
I239542,C718508,Female,64,Clothing,1,300.08,Cash,21-01-2022,Forum Istanbul,300.08,210.05599999999998,90.024,30,Fast Moving,30.000000000000004,Healthy
I857861,C272918,Male,18,Technology,5,5250.0,Cash,30-04-2022,Mall of Istanbul,26250.0,18375.0,7875.0,45,Fast Moving,30.0,Healthy
I249497,C276263,Female,47,Cosmetics,3,121.98,Credit Card,01-07-2021,Istinye Park,365.94,256.15799999999996,109.78200000000004,39,Fast Moving,30.00000000000001,Healthy
I454682,C968730,Female,27,Clothing,5,1500.4,Cash,30-09-2021,Cevahir AVM,7502.0,5251.4,2250.6000000000004,67,Fast Moving,30.000000000000004,Healthy
I934104,C315154,Female,34,Cosmetics,5,203.3,Cash,08-02-2022,Mall of Istanbul,1016.5,711.55,304.95000000000005,29,Fast Moving,30.000000000000004,Healthy
I144157,C146738,Male,39,Toys,5,179.2,Cash,22-09-2022,Metrocity,896.0,627.1999999999999,268.80000000000007,94,Slow Moving,30.00000000000001,Healthy
I170362,C103888,Male,69,Clothing,4,1200.32,Cash,03-10-2022,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,79,Slow Moving,30.000000000000004,Healthy
I805520,C488994,Female,48,Cosmetics,4,162.64,Credit Card,23-02-2022,Metrocity,650.56,455.39199999999994,195.168,42,Fast Moving,30.000000000000004,Healthy
I252825,C828471,Male,37,Clothing,5,1500.4,Credit Card,20-03-2022,Metropol AVM,7502.0,5251.4,2250.6000000000004,6,Fast Moving,30.000000000000004,Healthy
I338183,C222728,Male,18,Clothing,4,1200.32,Cash,04-11-2021,Kanyon,4801.28,3360.8959999999997,1440.384,11,Fast Moving,30.000000000000004,Healthy
I300808,C541498,Male,38,Clothing,3,900.24,Cash,20-12-2022,Kanyon,2700.7200000000003,1890.5040000000001,810.2160000000001,86,Slow Moving,30.000000000000004,Healthy
I225402,C198322,Female,40,Souvenir,4,46.92,Cash,10-06-2021,Mall of Istanbul,187.68,131.376,56.304,95,Slow Moving,30.0,Healthy
I255774,C248859,Male,18,Food & Beverage,1,5.23,Debit Card,20-12-2021,Metropol AVM,5.23,3.661,1.5690000000000004,38,Fast Moving,30.000000000000004,Healthy
I196168,C657207,Female,19,Clothing,3,900.24,Credit Card,11-12-2022,Kanyon,2700.7200000000003,1890.5040000000001,810.2160000000001,95,Slow Moving,30.000000000000004,Healthy
I580474,C535999,Male,43,Technology,4,4200.0,Debit Card,08-02-2021,Zorlu Center,16800.0,11760.0,5040.0,21,Fast Moving,30.0,Healthy
I124650,C330949,Female,27,Food & Beverage,4,20.92,Cash,31-07-2022,Emaar Square Mall,83.68,58.576,25.104000000000006,47,Fast Moving,30.000000000000004,Healthy
I777931,C229071,Male,27,Clothing,5,1500.4,Debit Card,05-04-2021,Kanyon,7502.0,5251.4,2250.6000000000004,63,Fast Moving,30.000000000000004,Healthy
I208602,C524104,Female,25,Shoes,2,1200.34,Cash,16-03-2022,Zorlu Center,2400.68,1680.4759999999999,720.204,112,Slow Moving,30.0,Healthy
I984781,C336350,Male,60,Clothing,4,1200.32,Cash,25-11-2022,Zorlu Center,4801.28,3360.8959999999997,1440.384,55,Fast Moving,30.000000000000004,Healthy
I789368,C199509,Male,22,Cosmetics,3,121.98,Cash,05-10-2021,Metropol AVM,365.94,256.15799999999996,109.78200000000004,58,Fast Moving,30.00000000000001,Healthy
I850954,C110091,Male,67,Clothing,2,600.16,Credit Card,13-03-2021,Emaar Square Mall,1200.32,840.2239999999999,360.096,28,Fast Moving,30.000000000000004,Healthy
I313995,C213844,Female,33,Cosmetics,5,203.3,Cash,14-04-2021,Cevahir AVM,1016.5,711.55,304.95000000000005,29,Fast Moving,30.000000000000004,Healthy
I233250,C303112,Female,55,Clothing,3,900.24,Cash,10-12-2021,Metrocity,2700.7200000000003,1890.5040000000001,810.2160000000001,75,Fast Moving,30.000000000000004,Healthy
I631562,C121637,Female,49,Clothing,2,600.16,Cash,16-08-2021,Viaport Outlet,1200.32,840.2239999999999,360.096,56,Fast Moving,30.000000000000004,Healthy
I387354,C128876,Male,27,Shoes,1,600.17,Cash,07-04-2021,Kanyon,600.17,420.11899999999997,180.051,74,Fast Moving,30.0,Healthy
I910145,C315399,Female,23,Clothing,3,900.24,Debit Card,29-01-2022,Kanyon,2700.7200000000003,1890.5040000000001,810.2160000000001,92,Slow Moving,30.000000000000004,Healthy
I707819,C261237,Female,60,Clothing,3,900.24,Debit Card,12-03-2022,Istinye Park,2700.7200000000003,1890.5040000000001,810.2160000000001,37,Fast Moving,30.000000000000004,Healthy
I138046,C137153,Female,21,Technology,1,1050.0,Credit Card,23-07-2022,Mall of Istanbul,1050.0,735.0,315.0,53,Fast Moving,30.0,Healthy
I319681,C304748,Female,32,Clothing,4,1200.32,Credit Card,28-06-2021,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,33,Fast Moving,30.000000000000004,Healthy
I158498,C403561,Female,42,Technology,1,1050.0,Credit Card,15-08-2022,Zorlu Center,1050.0,735.0,315.0,67,Fast Moving,30.0,Healthy
I299444,C303302,Female,30,Clothing,3,900.24,Cash,23-11-2021,Zorlu Center,2700.7200000000003,1890.5040000000001,810.2160000000001,111,Slow Moving,30.000000000000004,Healthy
I229895,C156273,Male,36,Toys,1,35.84,Cash,16-04-2021,Kanyon,35.84,25.088,10.752000000000002,26,Fast Moving,30.000000000000004,Healthy
I117926,C204724,Female,26,Clothing,1,300.08,Debit Card,18-06-2021,Cevahir AVM,300.08,210.05599999999998,90.024,30,Fast Moving,30.000000000000004,Healthy
I256969,C166800,Female,31,Toys,4,143.36,Cash,18-08-2022,Kanyon,573.44,401.408,172.03200000000004,32,Fast Moving,30.000000000000004,Healthy
I189131,C135204,Female,25,Clothing,4,1200.32,Cash,28-09-2022,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,118,Slow Moving,30.000000000000004,Healthy
I204897,C997987,Female,59,Clothing,4,1200.32,Cash,10-01-2022,Emaar Square Mall,4801.28,3360.8959999999997,1440.384,89,Slow Moving,30.000000000000004,Healthy
I203178,C268054,Female,61,Food & Beverage,5,26.15,Debit Card,01-08-2022,Metrocity,130.75,91.52499999999999,39.22500000000001,53,Fast Moving,30.000000000000004,Healthy
I262105,C215196,Male,42,Technology,2,2100.0,Cash,05-06-2021,Emaar Square Mall,4200.0,2940.0,1260.0,75,Fast Moving,30.0,Healthy
I358791,C899218,Female,64,Books,4,60.6,Credit Card,22-09-2021,Mall of Istanbul,242.4,169.68,72.72,85,Slow Moving,30.0,Healthy
I334883,C730185,Female,29,Clothing,1,300.08,Cash,27-03-2021,Emaar Square Mall,300.08,210.05599999999998,90.024,88,Slow Moving,30.000000000000004,Healthy
I844405,C886153,Female,32,Clothing,2,600.16,Credit Card,06-02-2023,Metropol AVM,1200.32,840.2239999999999,360.096,109,Slow Moving,30.000000000000004,Healthy
I284474,C126883,Male,60,Shoes,1,600.17,Credit Card,12-10-2021,Metrocity,600.17,420.11899999999997,180.051,53,Fast Moving,30.0,Healthy
I316383,C582855,Male,53,Food & Beverage,5,26.15,Cash,30-08-2021,Metrocity,130.75,91.52499999999999,39.22500000000001,24,Fast Moving,30.000000000000004,Healthy
I230848,C323917,Male,31,Food & Beverage,4,20.92,Cash,05-01-2022,Metropol AVM,83.68,58.576,25.104000000000006,90,Slow Moving,30.000000000000004,Healthy
I384873,C436520,Male,28,Clothing,2,600.16,Debit Card,03-01-2022,Kanyon,1200.32,840.2239999999999,360.096,96,Slow Moving,30.000000000000004,Healthy
I223875,C493406,Female,34,Shoes,3,1800.51,Cash,30-06-2021,Emaar Square Mall,5401.53,3781.0709999999995,1620.4590000000003,67,Fast Moving,30.000000000000004,Healthy
I304830,C240135,Female,34,Clothing,1,300.08,Cash,08-03-2023,Kanyon,300.08,210.05599999999998,90.024,65,Fast Moving,30.000000000000004,Healthy
I247936,C581116,Male,47,Books,3,45.45,Cash,10-08-2022,Mall of Istanbul,136.35000000000002,95.44500000000001,40.905000000000015,108,Slow Moving,30.000000000000004,Healthy
I250414,C184459,Female,47,Clothing,2,600.16,Credit Card,14-07-2021,Metrocity,1200.32,840.2239999999999,360.096,53,Fast Moving,30.000000000000004,Healthy
I276696,C229051,Male,49,Cosmetics,2,81.32,Cash,14-10-2021,Istinye Park,162.64,113.84799999999998,48.792,75,Fast Moving,30.000000000000004,Healthy
I121828,C245572,Male,54,Toys,5,179.2,Credit Card,06-05-2021,Kanyon,896.0,627.1999999999999,268.80000000000007,5,Fast Moving,30.00000000000001,Healthy
I844366,C259676,Female,68,Clothing,2,600.16,Cash,02-06-2022,Kanyon,1200.32,840.2239999999999,360.096,100,Slow Moving,30.000000000000004,Healthy
I447293,C287764,Female,21,Technology,2,2100.0,Cash,02-05-2022,Kanyon,4200.0,2940.0,1260.0,17,Fast Moving,30.0,Healthy
I238246,C159315,Female,32,Clothing,2,600.16,Cash,28-03-2021,Mall of Istanbul,1200.32,840.2239999999999,360.096,98,Slow Moving,30.000000000000004,Healthy
I170003,C747837,Female,56,Food & Beverage,3,15.69,Cash,06-07-2022,Viaport Outlet,47.07,32.949,14.121000000000002,91,Slow Moving,30.000000000000004,Healthy
I328770,C214029,Female,47,Clothing,2,600.16,Cash,07-08-2022,Zorlu Center,1200.32,840.2239999999999,360.096,55,Fast Moving,30.000000000000004,Healthy
I229383,C179057,Male,45,Clothing,5,1500.4,Credit Card,27-07-2022,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,60,Fast Moving,30.000000000000004,Healthy
I254075,C211416,Male,58,Clothing,1,300.08,Credit Card,10-10-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,87,Slow Moving,30.000000000000004,Healthy
I128667,C187422,Female,69,Clothing,2,600.16,Cash,08-01-2023,Metropol AVM,1200.32,840.2239999999999,360.096,66,Fast Moving,30.000000000000004,Healthy
I284445,C191032,Female,51,Clothing,4,1200.32,Debit Card,20-11-2022,Emaar Square Mall,4801.28,3360.8959999999997,1440.384,36,Fast Moving,30.000000000000004,Healthy
I713230,C114902,Female,35,Clothing,1,300.08,Credit Card,14-10-2021,Metrocity,300.08,210.05599999999998,90.024,34,Fast Moving,30.000000000000004,Healthy
I228583,C225306,Male,61,Food & Beverage,4,20.92,Cash,30-01-2022,Istinye Park,83.68,58.576,25.104000000000006,33,Fast Moving,30.000000000000004,Healthy
I890999,C310413,Female,19,Books,3,45.45,Cash,06-02-2022,Metrocity,136.35000000000002,95.44500000000001,40.905000000000015,53,Fast Moving,30.000000000000004,Healthy
I240382,C245745,Female,37,Clothing,5,1500.4,Credit Card,21-02-2021,Istinye Park,7502.0,5251.4,2250.6000000000004,49,Fast Moving,30.000000000000004,Healthy
I141658,C172646,Male,30,Cosmetics,2,81.32,Credit Card,12-07-2022,Emaar Square Mall,162.64,113.84799999999998,48.792,97,Slow Moving,30.000000000000004,Healthy
I152436,C218079,Female,48,Shoes,2,1200.34,Debit Card,27-01-2021,Cevahir AVM,2400.68,1680.4759999999999,720.204,34,Fast Moving,30.0,Healthy
I276807,C295505,Female,26,Clothing,5,1500.4,Cash,22-11-2021,Kanyon,7502.0,5251.4,2250.6000000000004,20,Fast Moving,30.000000000000004,Healthy
I145372,C169406,Male,49,Clothing,1,300.08,Cash,06-01-2021,Metrocity,300.08,210.05599999999998,90.024,44,Fast Moving,30.000000000000004,Healthy
I247264,C588455,Male,62,Clothing,2,600.16,Cash,28-12-2021,Kanyon,1200.32,840.2239999999999,360.096,23,Fast Moving,30.000000000000004,Healthy
I268142,C141530,Female,31,Books,1,15.15,Cash,22-07-2021,Viaport Outlet,15.15,10.605,4.545,22,Fast Moving,30.0,Healthy
I956543,C121976,Female,65,Cosmetics,4,162.64,Credit Card,30-08-2021,Forum Istanbul,650.56,455.39199999999994,195.168,5,Fast Moving,30.000000000000004,Healthy
I573734,C246503,Female,59,Clothing,1,300.08,Credit Card,27-06-2022,Zorlu Center,300.08,210.05599999999998,90.024,82,Slow Moving,30.000000000000004,Healthy
I337324,C338690,Female,25,Clothing,1,300.08,Debit Card,14-11-2022,Mall of Istanbul,300.08,210.05599999999998,90.024,119,Slow Moving,30.000000000000004,Healthy
